Incident_ID,Media_Attention,Date,School,City,State,City_Lat,City_Lon,School_Level,Targets
20140312FLACM,Local,2014-03-12,Academy of Knowledge Preschool,Miami,FL,25.7741728,-80.19362,Other,Victims Targeted
20001221FLNOM,,2000-12-21,Norland Elementary School,Miami,FL,25.7741728,-80.19362,Elementary,Victims Targeted
19980930FLNOM,,1998-09-30,North Miami High School,Miami,FL,25.7741728,-80.19362,High,Both
19980501FLNOM,,1998-05-01,North Miami Senior High School,Miami,FL,25.7741728,-80.19362,High,Victims Targeted
19970513FLNOM,,1997-05-13,Northwestern High School,Miami,FL,25.7741728,-80.19362,High,Victims Targeted
19930112FLNOM,,1993-01-12,Norland Senior High School,Miami,FL,25.7741728,-80.19362,High,Victims Targeted
19860423FLCHM,,1986-04-23,Charles Drew Middle School,Miami,FL,25.7741728,-80.19362,Middle,Victims Targeted
19830518FLNOM,,1983-05-18,North Miami Senior High School,Miami,FL,25.7741728,-80.19362,High,Victims Targeted
19790314FLMCM,,1979-03-14,McArthur High School North,Miami,FL,25.7741728,-80.19362,High,Victims Targeted
19700831FLALM,,1970-08-31,Allapatah Elementary School,Miami,FL,25.7741728,-80.19362,Elementary,Victims Targeted
19951102FLBLM,,1995-11-02,Blue Lake Elementary School (bus),Miami Beach,FL,25.7929198,-80.1353006,Elementary,Random Shooting
20220309FLNOM,Local,2022-03-09,North Gardens High School,Miami Gardens,FL,25.9420377,-80.2456045,High,Both
20171114FLLAM,,2017-11-14,Lake Minneola High School,Minneola,FL,28.5744441,-81.7461873,High,Victims Targeted
20201029FLLAM,National,2020-10-29,Lawton Chiles Middle School,Miramar,FL,25.9873137,-80.2322706,Middle,Victims Targeted
20060505FLPAM,,2006-05-05,Parkway Academy,Miramar,FL,25.9873137,-80.2322706,High,Victims Targeted
20051115FLPAM,,2005-11-15,Parkway Academy Charter High School (bus),Miramar,FL,25.9873137,-80.2322706,High,Victims Targeted
20191219FLLEN,,2019-12-19,Lely High School,Naples,FL,26.1421976,-81.7942944,High,Victims Targeted
20000119FLRIN,,2000-01-19,Ridgewood High School,New Port Richey,FL,28.2441768,-82.7192671,High,Random Shooting
20220322FLNEN,Regional,2022-03-22,New Smyrna Beach High School,New Smyrna Beach,FL,29.0258132,-80.9271271,High,Victims Targeted
19940502FLNON,,1994-05-02,North Miami High School,North Miami,FL,25.8900949,-80.1867138,High,Random Shooting
20180420FLFOO,National,2018-04-20,Forest High School,Ocala,FL,29.1871986,-82.1400923,High,Random Shooting
20150116FLVAO,Local,2015-01-16,Vanguard High School,Ocala,FL,29.1871986,-82.1400923,High,Both
20190313FLLAO,,2019-03-13,Lake Mary High School,Orlando,FL,28.5421109,-81.3790304,High,Victims Targeted
20070323FLUNO,,2007-03-23,Union Park Elementary School,Orlando,FL,28.5421109,-81.3790304,Elementary,Random Shooting
19740519FLHIO,,1974-05-19,Highlands Elementary School,Orlando,FL,28.5421109,-81.3790304,Elementary,Victims Targeted
20211106FLOVO,Local,2021-11-06,Oviedo High School,Oviedo,FL,28.6702526,-81.2084941,High,Neither
19910521FLSCP,,1991-05-21,School of Choice,Pahokee,FL,26.8200607,-80.6653351,Unknown,Both
19950110FLPAP,,1995-01-10,Palm Beach Gardens High School,Palm Beach Gardens,FL,26.8233946,-80.1386547,High,Victims Targeted
20220518FLPAP,Regional,2022-05-18,Palmetto High School,Palmetto,FL,27.5214269,-82.5723193,High,Victims Targeted
20160506FLOSP,,2016-05-06,Oscar Patterson Elementary School,Panama City,FL,30.1586518,-85.6602936,Elementary,Random Shooting
20180214FLMAP,,2018-02-14,Marjory Stoneman Douglas High School,Parkland,FL,26.3100794,-80.23727,High,Random Shooting
19760206FLESP,,1976-02-06,Escambia High School,Pensacola,FL,30.421309,-87.2169149,High,Neither
20131004FLAGP,Local,2013-10-04,Agape Christian Academy,Pine Hills,FL,28.5825505,-81.4618323,K-12,Both
20220119FLSES,Regional,2022-01-19,Seminole High School,Sanford,FL,28.8117345,-81.2680223,High,Victims Targeted
20210924TNSTS,Local,2021-09-24,Stewarts Creek High School,Smyrna,FL,30.5999151,-85.677986,High,Neither
20060731FLYOT,,2006-07-31,Young Middle Magnet School,Tampa,FL,27.9477595,-82.458444,Middle,Victims Targeted
19990927FLEGT,,1999-09-27,Egypt Lake Elementary School,Tampa,FL,27.9477595,-82.458444,Elementary,Random Shooting
19880106FLGAT,,1988-01-06,Gaither High School,Tampa,FL,27.9477595,-82.458444,High,Victims Targeted
19870506FLLET,,1987-05-06,Leto High School,Tampa,FL,27.9477595,-82.458444,High,Victims Targeted
19950929FLTAT,,1995-09-29,Tavares Middle School,Tavares,FL,28.8041579,-81.725632,Middle,Victims Targeted
20180817FLPAW,National,2018-08-17,Palm Beach Central High School,Wellington,FL,26.6379988,-80.2559078,High,Victims Targeted
20190430FLWEW,,2019-04-30,Weightman Middle School,Wesley Chapel,FL,28.2397301,-82.3278658,Middle,Neither
20130619FLALW,International,2013-06-19,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,26.715364,-80.0532942,High,Victims Targeted
19970127FLCOW,,1997-01-27,Conniston Middle School,West Palm Beach,FL,26.715364,-80.0532942,Middle,Victims Targeted
19810908FLSTW,,1981-09-08,Stuart Middle School,West Palm Beach,FL,26.715364,-80.0532942,Middle,Victims Targeted
19760514FLPAW,,1976-05-14,Palm Beach Gardens High School,West Palm Beach,FL,26.715364,-80.0532942,High,Victims Targeted
20200305FLSAW,,2020-03-05,Sagemont School,Weston,FL,26.1003392,-80.399513,K-12,Random Shooting
20131204FLWEW,Local,2013-12-04,West Orange High School,Winter Garden,FL,28.5656649,-81.5856742,High,Victims Targeted
19771212FLWEW,,1977-12-12,West Orange High School,Winter Garden,FL,28.5656649,-81.5856742,High,Victims Targeted
20200903GADOA,Local,2020-09-03,Dougherty Comprehensive High School,Albany,GA,31.5782062,-84.1556809,High,Victims Targeted
20220330GABOA,Regional,2022-03-30,Booker T Washington High School,Atlanta,GA,33.7489924,-84.3902644,High,Neither
20210921GAFRA,Local,2021-09-21,Fred A. Toomer Elementary School,Atlanta,GA,33.7489924,-84.3902644,Elementary,Victims Targeted
20191002GASOA,,2019-10-02,South Atlanta High School,Atlanta,GA,33.7489924,-84.3902644,High,Neither
20190817GALAA,,2019-08-17,Lakewood Stadium,Atlanta,GA,33.7489924,-84.3902644,High,Both
20180518GAMOA,,2018-05-18,Mount Zion High School,Atlanta,GA,33.7489924,-84.3902644,High,Both
20180423GABEA,Local,2018-04-23,Benjamin E. Mays High School,Atlanta,GA,33.7489924,-84.3902644,High,Victims Targeted
20141024GALAA,,2014-10-24,Lakewood Stadium (Mays High School Game),Atlanta,GA,33.7489924,-84.3902644,High,Victims Targeted
20130227GAGRA,Regional,2013-02-27,Grady High School,Atlanta,GA,33.7489924,-84.3902644,High,Random Shooting
20130131GAPRA,Local,2013-01-31,Price Middle School,Atlanta,GA,33.7489924,-84.3902644,Middle,Victims Targeted
20061122GASAA,,2006-11-22,Sammye E. Coan Middle School,Atlanta,GA,33.7489924,-84.3902644,Middle,Victims Targeted
20050204GAMCA,,2005-02-04,McNair High School,Atlanta,GA,33.7489924,-84.3902644,High,Random Shooting
19990422GAMAA,,1999-04-22,Martin Luther King Jr. Middle School,Atlanta,GA,33.7489924,-84.3902644,Middle,Victims Targeted
19930831GAHAA,,1993-08-31,Harper High School,Atlanta,GA,33.7489924,-84.3902644,High,Victims Targeted
19930204GACLA,,1993-02-04,Clayton High School,Atlanta,GA,33.7489924,-84.3902644,High,Victims Targeted
19860515GACAA,,1986-05-15,Carver High School,Atlanta,GA,33.7489924,-84.3902644,High,Random Shooting
19751024GAMUA,,1975-10-24,Murphy High School,Atlanta,GA,33.7489924,-84.3902644,High,Victims Targeted
20150825GAWSA,Local,2015-08-25,W S Hornsby Elementary School,Augusta,GA,33.4709714,-81.9748429,Elementary,Neither
19880902GAGLA,National,1988-09-02,Glen Hills High School,Augusta,GA,33.4709714,-81.9748429,High,Both
20180924GAAPB,,2018-09-24,Appling County High School,Baxley,GA,31.7773202,-82.3490533,High,Victims Targeted
19990108GACEC,,1999-01-08,Central High School,Carrollton,GA,33.5801103,-85.0766113,High,Victims Targeted
19940325GAETC,,1994-03-25,Etowah High School,Cherokee County,GA,34.2391265,-84.4720272,High,Victims Targeted
20171109GABEC,National,2017-11-09,Benjamin Banneker High School,College Park,GA,33.6534427,-84.4493725,High,Neither
20140325GABEC,Local,2014-03-25,Benjamin Banneker High School,College Park,GA,33.6534427,-84.4493725,High,Victims Targeted
20150505GACOC,,2015-05-05,Conyers Middle School,Conyers,GA,33.6676103,-84.0176904,Middle,Neither
19990520GAHEC,,1999-05-20,Heritage High School,Conyers,GA,33.6676103,-84.0176904,High,Random Shooting
19900906GASOC,National,1990-09-06,South Forsyth Middle School - High School,Cumming,GA,34.2073196,-84.1401926,12-Jun,Both
20180228GADAD,,2018-02-28,Dalton High School,Dalton,GA,34.7691867,-84.9702475,High,Neither
20220204GASOD,Local,2022-02-04,Southwest DeKalb High School,Decatur,GA,30.8736613,-84.5740953,High,Neither
20130820GAROD,International,2013-08-20,Ronald E. McNair Discovery Learning Academy,Decatur,GA,30.8736613,-84.5740953,Elementary,Victims Targeted
19960925GADED,,1996-09-25,Dekalb Alternative School,Decatur,GA,30.8736613,-84.5740953,Unknown,Victims Targeted
20210805GACHD,National,2021-08-05,Chapel Hill Middle School,Douglasville,GA,33.7514966,-84.7477136,Middle,Neither
19820429GARUE,,1982-04-29,Russell High School,East Point,GA,33.6795531,-84.4393724,High,Random Shooting
20190426GACRF,,2019-04-26,Creekside High School,Fairburn,GA,33.5670562,-84.5810418,High,Victims Targeted
20141003GALAF,Local,2014-10-03,Langston Hughes High School,Fairburn,GA,33.5670562,-84.5810418,High,Victims Targeted
20211211GAJOG,Local,2021-12-11,Jones County High School,Gray,GA,33.0095802,-83.5337816,High,Victims Targeted
20180521GABEG,,2018-05-21,Beaverbrook Elementary School,Griffin,GA,33.2467807,-84.2640904,High,Random Shooting
19930318GAHAH,,1993-03-18,Harlem High School,Harlem,GA,33.4145834,-82.3126237,High,Victims Targeted
20060820GALYH,,2006-08-20,Lyman Hall Elementary School,Hinesville,GA,31.8477347,-81.5960705,High,Victims Targeted
20120824GABAH,,2012-08-24,Banks County High School,Homer,GA,34.3337156,-83.499055,High,Victims Targeted
20170817GALIL,,2017-08-17,Lithia Spring High,Lithia Springs,GA,33.7939953,-84.6604899,High,Victims Targeted
20190130GAMIL,,2019-01-30,Miller Grove High School,Lithonia,GA,33.7123305,-84.1051939,High,Victims Targeted
20131103GASTL,Local,2013-11-03,Stephenson High School,Lithonia,GA,33.7123305,-84.1051939,High,Random Shooting
20220426GASOM,Local,2022-04-26,Southwest High School,Macon,GA,32.8406946,-83.6324022,High,Victims Targeted
20220425GAMAM,Local,2022-04-25,Marietta City Schools Bus Yard,Marietta,GA,33.9528472,-84.5496148,Other,Random Shooting
20181109GAGAM,,2018-11-09,Garrett Middle School,Marietta,GA,33.9528472,-84.5496148,Middle,Neither
20171110GALAM,,2017-11-10,Lakeview Academy,Milledgeville,GA,33.0801429,-83.2320991,Elementary,Neither
19990825GAJAM,,1999-08-25,Jasper County High School,Monticello,GA,33.3044654,-83.684096,High,Victims Targeted
20050819GAMOM,,2005-08-19,Morrow High School,Morrow,GA,33.5831662,-84.3393683,High,Victims Targeted
20151105GAVEM,Local,2015-11-05,Vereen School,Moultrie,GA,31.179998,-83.7887928,Other,Neither
20201026GARIR,Local,2020-10-26,Riverdale High School,Riverdale,GA,33.5726113,-84.4132594,High,Victims Targeted
20211021GABES,Local,2021-10-21,Bethesda Academy,Savannah,GA,32.0790074,-81.0921335,12-Jun,Random Shooting
20081231GASHS,,2008-12-31,Shuman Middle School,Savannah,GA,32.0790074,-81.0921335,Middle,Random Shooting
19960222GAJES,,1996-02-22,Jenkins High School,Savannah,GA,32.0790074,-81.0921335,High,Victims Targeted
19931208GABES,,1993-12-08,Beach High School,Savannah,GA,32.0790074,-81.0921335,High,Victims Targeted
20210813GACAS,Regional,2021-08-13,Campbell High SChool,Smyrna,GA,33.883887,-84.5147454,High,Neither
20181020GASHS,,2018-10-20,Shiloh Middle School,Snellville,GA,33.857328,-84.0199108,Middle,Victims Targeted
20210902GAWOS,Local,2021-09-02,Woodland High School,Stockbridge,GA,33.5442781,-84.2338093,High,Neither
20190425GAWYS,National,2019-04-25,Wynbrooke Elementary Theme School,Stone Mountain,GA,33.8062166,-84.1457505,Elementary,Random Shooting
20200330GANAS,,2020-03-30,Narvie J. Harris Elementary School,Stonecrest,GA,33.6831296,-84.1358505,Elementary,Victims Targeted
20220509GARIS,Regional,2022-05-09,Riverside Elementary School,Suwanee,GA,34.0514898,-84.0712997,Elementary,Victims Targeted
20210917GASWS,Local,2021-09-17,Swainsboro High School,Swainsboro,GA,32.5973857,-82.3337376,High,Neither
20170801GABAV,,2017-08-01,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,30.8327022,-83.2784851,High,Both
20140128HIPRH,,2014-01-28,President Theodore Roosevelt High,Honolulu,HI,21.304547,-157.855676,High,Victims Targeted
19880630HIAIO,,1988-06-30,Aiea High School,Oahu,HI,21.4834364,-158.0364837,High,Victims Targeted
20110523HIHIP,Local,2011-05-23,Highlands Intermediate School,Pearl City,HI,21.4001231,-157.969428,Middle,Random Shooting
20131101IAALA,Local,2013-11-01,Algona High School,Algona,IA,43.0699663,-94.233019,High,Victims Targeted
20160909IACEC,,2016-09-09,Cedar Rapids Jefferson High School,Cedar Rapids,IA,41.9758872,-91.6704053,High,Victims Targeted
20200603IAGAD,,2020-06-03,Garfield Elementary School,Davenport,IA,41.5235808,-90.5770967,Elementary,Victims Targeted
19700928IACED,,1970-09-28,Central High School,Davenport,IA,41.5235808,-90.5770967,High,Victims Targeted
20220307IAEAD,National,2022-03-07,East High School,Des Moines,IA,41.5910323,-93.6046655,High,Both
20140919IANOD,Local,2014-09-19,North High School,Des Moines,IA,41.5910323,-93.6046655,High,Victims Targeted
20140131IANOD,Local,2014-01-31,North High School,Des Moines,IA,41.5910323,-93.6046655,High,Random Shooting
20180831IANOE,Local,2018-08-31,North Scott Junior High School,Eldridge,IA,41.6580467,-90.5846035,Junior High,Victims Targeted
20180105IAFOF,,2018-01-05,Forest City School Bus,Forest City,IA,43.2626747,-93.6376741,,Neither
20030318IACLG,,2003-03-18,Clayton Ridge High School,Guttenberg,IA,42.7858231,-91.0995735,High,Victims Targeted
19941108IAWEM,,1994-11-08,West Delaware High School,Manchester,IA,42.4840907,-91.4555379,High,Random Shooting
20180803IALIO,Local,2018-08-03,Liberty Elementary School,Ottumwa,IA,41.0195659,-92.4116886,Elementary,Random Shooting
19940725IAOTO,,1994-07-25,Ottumwa High School,Ottumwa,IA,41.0195659,-92.4116886,High,Victims Targeted
20090624IAAPP,,2009-06-24,Aplington-Parkersburg High School,Parkersburg,IA,42.5755594,-92.7870402,High,Victims Targeted
19840517IASOP,,1984-05-17,Southeast Polk High School,Pleasant Hill,IA,41.5964843,-93.5148963,High,Victims Targeted
19700924IDMEM,,1970-09-24,Meridian High School,Meridian ,ID,43.6086295,-116.392326,High,Random Shooting
19990416IDNON,,1999-04-16,Notus Jr. Sr. High School,Notus,ID,43.727631,-116.7993684,12-Jun,Random Shooting
20210923IDRIR,Local,2021-09-23,Rigby Middle School,Rigby,ID,43.6751937,-111.918002,Middle,Victims Targeted
20210506IDRIR,International,2021-05-06,Rigby Middle School,Rigby,ID,43.6751937,-111.918002,Middle,Both
20160506IDROT,,2016-05-06,Robert Stuart Middle School,Twin Falls,ID,42.5704456,-114.4602554,Middle,Neither
19731002ILELA,,1973-10-02,Elmhurst Wood Park Community High School,Almwood Park,IL,38.78421,-89.96538,High,Victims Targeted
20220318ILBAB,Regional,2022-03-18,Barrington High School,Barrington,IL,42.1539141,-88.1361888,High,Victims Targeted
19770113ILOLB,,1977-01-13,Old Main Eisenhower High School,Blue Island,IL,41.6573014,-87.679871,High,Victims Targeted
20090123ILCAC,,2009-01-23,Cahokia High School,Cahokia,IL,38.5661605,-90.1794236,High,Victims Targeted
20140127ILREC,Local,2014-01-27,Rebound High School,Carbondale,IL,37.7274692,-89.216655,High,Victims Targeted
20031205ILCAC,,2003-12-05,Carbondale Community High School,Carbondale,IL,37.7274692,-89.216655,High,Victims Targeted
20210909ILCHC,Local,2021-09-09,Champaign School Bus,Champaign,IL,40.1164841,-88.2430932,Elementary,Both
20210908ILCEC,Local,2021-09-08,Centennial High School,Champaign,IL,40.1164841,-88.2430932,High,Victims Targeted
20171209ILCHC,,2017-12-09,Champaign Central High School,Champaign,IL,40.1164841,-88.2430932,High,Both
20220529ILDAC,Local,2022-05-29,Daniel Webster Public School,Chicago,IL,41.8755616,-87.6244212,Elementary,Both
20220517ILWAC,Regional,2022-05-17,Walt Disney Magnet School,Chicago,IL,41.8755616,-87.6244212,K-8,Random Shooting
20220201ILALC,Regional,2022-02-01,Alessandro Volta Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Both
20211207ILHAC,Local,2021-12-07,Haines Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20211026ILWIC,Local,2021-10-26,Jose de Diego Community Academy,Chicago,IL,41.8755616,-87.6244212,K-12,Victims Targeted
20211013ILMCC,Local,2021-10-13,McDade Classical Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Random Shooting
20211012ILWEC,Regional,2021-10-12,Wendell Phillips Academy High School,Chicago,IL,41.8755616,-87.6244212,High,Both
20210901ILFRC,Local,2021-09-01,Frazier International Magnet School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20210814ILMAC,Local,2021-08-14,Mary E. McDowell Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20210708ILBEC,Local,2021-07-08,Benito Juarez Community Academy,Chicago,IL,41.8755616,-87.6244212,High,Both
20210502ILCHC,Local,2021-05-02,Chicago Bulls College Prep High School,Chicago,IL,41.8755616,-87.6244212,High,Both
20210406ILBAC,Local,2021-04-06,Back of the Yards College Prep High School,Chicago,IL,41.8755616,-87.6244212,High,Neither
20201216ILDUC,Local,2020-12-16,Dubois Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20200121ILLIC,,2020-01-21,Lindblom Math & Science Academy High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20191125ILCAC,,2019-11-25,Catalyst Circle Rock Charter School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20190508ILSEC,,2019-05-08,Second Change High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20180910ILCHC,,2018-09-10,Chatham Academy High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20180824ILMEC,,2018-08-24,Metro East Lutheran High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20170616ILWAC,National,2017-06-16,Warren Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Both
20160616ILMCC,Local,2016-06-16,Mcnair Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20130927ILROC,Local,2013-09-27,Roosevelt High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20121019ILBAC,Local,2012-10-19,Banner Academy South,Chicago,IL,41.8755616,-87.6244212,Other,Victims Targeted
20090114ILPEC,,2009-01-14,Perspectives Charter School,Chicago,IL,41.8755616,-87.6244212,Middle,Random Shooting
20090109ILDUC,,2009-01-09,Dunbar High School,Chicago,IL,41.8755616,-87.6244212,High,Both
20070410ILCHC,,2007-04-10,Chicago Vocational Career Academy,Chicago,IL,41.8755616,-87.6244212,Other,Random Shooting
20061211ILCLC,,2006-12-11,Clemente High School,Chicago,IL,41.8755616,-87.6244212,High,Neither
20050913ILHAC,,2005-09-13,Harlan Community Academy High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20031202ILFEC,,2003-12-02,Fermi Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
20021216ILENC,,2002-12-16,Englewood High School,Chicago,IL,41.8755616,-87.6244212,High,Both
20020207ILROC,,2002-02-07,Roosevelt High School,Chicago,IL,41.8755616,-87.6244212,High,Both
20000214ILDUC,Local,2000-02-14,Duke Ellington Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Random Shooting
19941017ILHUC,,1994-10-17,Hubbard High School,Chicago,IL,41.8755616,-87.6244212,High,Both
19931101ILSUC,,1993-11-01,Sullivan High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19921203ILWOC,,1992-12-03,Woodson High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19921130ILORC,,1992-11-30,Orr High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19921120ILTIC,,1992-11-20,Tilden High School,Chicago,IL,41.8755616,-87.6244212,High,Random Shooting
19921110ILSHC,,1992-11-10,Sherman Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
19910917ILWOC,,1991-09-17,Woodson High School,Chicago,IL,41.8755616,-87.6244212,High,Random Shooting
19880922ILMOC,,1988-09-22,Moses Montefoire Public School,Chicago,IL,41.8755616,-87.6244212,Elementary,Random Shooting
19880505ILMAC,,1988-05-05,Martin Luther King High School,Chicago,IL,41.8755616,-87.6244212,High,Random Shooting
19831117ILJAC,,1983-11-17,James G. Blaine Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
19830331ILSAC,,1983-03-31,Santa Maria InCornata-Santa Lucia School,Chicago,IL,41.8755616,-87.6244212,Other,Victims Targeted
19770622ILHOC,,1977-06-22,Holy Trinity High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19770209ILFEC,,1977-02-09,Fenger High School,Chicago,IL,41.8755616,-87.6244212,High,Both
19750709ILDEC,,1975-07-09,Dett Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
19740117ILBAC,,1974-01-17,Barton Elementary School,Chicago,IL,41.8755616,-87.6244212,Elementary,Victims Targeted
19731108ILWOC,,1973-11-08,Woodell Phillips High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19720215ILKEC,,1972-02-15,Kenwood High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
19720214ILCAC,,1972-02-14,Camlumet High School,Chicago,IL,41.8755616,-87.6244212,High,Victims Targeted
20200729ILCOC,Local,2020-07-29,Collinsville High School,Collinsville,IL,38.6703267,-89.9845476,High,Neither
20180516ILDID,,2018-05-16,Dixon High School,Dixon,IL,41.8425197,-89.4814291,High,Random Shooting
19860306ILTHD,,1986-03-06,Thornridge High School,Dolton,IL,41.6389236,-87.607268,High,Victims Targeted
19930917ILDOD,,1993-09-17,Downers South High School,Downers Grove,IL,41.7936822,-88.0102281,High,Victims Targeted
19770308ILCOE,,1977-03-08,Collinsville High School,Edwardsville,IL,38.8114364,-89.953157,High,Both
19990211ILOME,,1999-02-11,Ombudsman Educational Service Center,Elgin,IL,42.03726,-88.2810994,High,Victims Targeted
20190916ILILK,,2019-09-16,Illinois Central School Bus,Kankakee,IL,41.1253903,-87.848682,,Victims Targeted
20190417ILWAL,,2019-04-17,Washington Middle School,Lyons,IL,41.811108,-87.8232695,Middle,Victims Targeted
20050520ILLOM,,2005-05-20,Locust Elementary School,Marengo,IL,42.2525476,-88.6078921,Elementary,Random Shooting
20170920ILMAM,Regional,2017-09-20,Mattoon High School,Mattoon,IL,39.4842821,-88.3773279,High,Both
20040830ILPRM,,2004-08-30,Proviso East High School,Maywood,IL,41.8789942,-87.8436412,High,Victims Targeted
20170127ILSCN,Regional,2017-01-27,Thomas G Scullen Middle School,Naperville,IL,41.7728699,-88.1479278,Middle,Victims Targeted
20120907ILNON,Regional,2012-09-07,Normal Community High School,Normal,IL,40.5092961,-88.9843937,High,Neither
19870513ILOAO,,1987-05-13,Oak Lawn Community High School,Oak Lawn,IL,41.7108662,-87.7581081,High,Victims Targeted
20191121ILRIO,,2019-11-21,Rich Central High School,Olympia Fields,IL,41.5164045,-87.7028957,High,Random Shooting
20210407ILPEP,Local,2021-04-07,Peoria High School,Peoria,IL,40.6938609,-89.5891008,High,Victims Targeted
20200910ILPEP,Local,2020-09-14,Peoria Public Schools Bus,Peoria,IL,40.6938609,-89.5891008,,Victims Targeted
20050126ILWOP,,2005-01-26,Woodruff High School,Peoria,IL,40.6938609,-89.5891008,High,Victims Targeted
20220520ILSOP,Local,2022-05-20,South Elementary School,Pittsfield,IL,39.6078254,-90.805129,Elementary,Neither
20220515ILMEP,Local,2022-05-15,Meadow View Elementary School,Plainfield,IL,41.6086711,-88.2054345,Elementary,Victims Targeted
20000907ILLOR,,2000-09-07,Longfellow Elementary School,Rock Island,IL,41.4411786,-90.5766144,Elementary,Victims Targeted
20220104ILAUR,National,2022-01-04,Auburn High School,Rockford,IL,42.2713945,-89.093966,High,Victims Targeted
20210822ILWER,Local,2021-08-22,West Middle School,Rockford,IL,42.2713945,-89.093966,Middle,Victims Targeted
20210219ILLIR,Local,2021-02-19,Lincoln Middle School,Rockford,IL,42.2713945,-89.093966,Middle,Victims Targeted
19831216ILBOR,,1983-12-16,Boylan Central Catholic High School,Rockford,IL,42.2713945,-89.093966,High,Victims Targeted
19990304ILNIS,,1999-03-04,Niles West High School,Skokie,IL,42.0333694,-87.7333972,High,Victims Targeted
20210110ILSOS,Local,2021-01-10,Southeast High School,Springfield,IL,39.7990175,-89.6439575,High,Victims Targeted
20200924ILMCS,Local,2020-09-24,McClernand Elementary School,Springfield,IL,39.7990175,-89.6439575,Elementary,Neither
19931111ILRIS,,1993-11-11,Ridgely Elementary School,Springfield,IL,39.7990175,-89.6439575,High,Victims Targeted
20190610ILMEW,,2019-06-10,Menta Academy North,Waukegan,IL,42.3636331,-87.8447938,Other,Victims Targeted
19880520ILHUW,,1988-05-20,Hubbard Woods Elementary School,Winnetka,IL,42.1080703,-87.7365286,Elementary,Both
20220403INBLB,Local,2022-04-03,Bloomington High School South,Bloomington,IN,39.1670396,-86.5342881,High,Victims Targeted
19740322INBRB,,1974-03-22,Brownstown Central High School,Brownstown,IN,38.8789426,-86.0419247,High,Victims Targeted
19901029INCHC,Local,1990-10-29,Charlestown High School,Charlestown,IN,38.45312,-85.6702407,High,Neither
20200621INCOC,Local,2020-06-21,Columbus East High School,Columbus,IN,39.2014405,-85.9213796,High,Neither
19831202INCRC,,1983-12-02,Crawfordsville High School,Crawfordsville,IN,40.0401991,-86.8990249,High,Victims Targeted
20210902INWEG,Local,2021-09-02,West Side Leadership Academy,Gary,IN,41.6020962,-87.3370647,High,Victims Targeted
20060606INWIG,,2006-06-06,Wirt High School,Gary,IN,41.6020962,-87.3370647,High,Victims Targeted
20041115INBRG,,2004-11-15,Brunswick Elementary School,Gary,IN,41.6020962,-87.3370647,Elementary,Both
20040915INWIG,,2004-09-15,Wirt High School,Gary,IN,41.6020962,-87.3370647,High,Victims Targeted
20010330INLEG,,2001-03-30,Lew Wallace High School,Gary,IN,41.6020962,-87.3370647,High,Victims Targeted
19981203INERG,,1998-12-03,Ernie Elementary School,Gary,IN,41.6020962,-87.3370647,Elementary,Victims Targeted
19971010INWAG,,1997-10-10,Wallace High School,Gary,IN,41.6020962,-87.3370647,High,Both
19890303INWIG,,1989-03-03,Wirt High School,Gary,IN,41.6020962,-87.3370647,High,Victims Targeted
20140421INSTG,,2014-04-21,St. Mary Catholic School,Griffith,IN,41.534507,-87.4255305,High,Victims Targeted
20210827INHAH,Local,2021-08-27,Hammond Central High School,Hammond,IN,41.5833618,-87.5000081,High,Both
20210411INBIH,Regional,2021-04-11,Bishop Noll Institute,Hammond,IN,41.5833618,-87.5000081,High,Victims Targeted
